member_casual,start_station_name,total_rides
casual,"Wood St & 33rd St",175
member,"Fairfield Ave & Roosevelt Rd",174
casual,"California Ave & 41st St",173
member,"Washtenaw Ave & Peterson Ave",173
member,"Farragut Ave & Central Ave",172
member,"Oak Park & Wellington",171
member,"Wentworth Ave & Cermak Rd",171
casual,"LaSalle St & Washington St Corral N",171
casual,"Keeler Ave & Carmen Ave",169
member,"Halsted St & 47th Pl",168
casual,"Long Ave & Belmont Ave",168
casual,"Long & Irving Park",167
member,"Princeton Ave & Garfield Blvd",165
member,"Public Rack - Western Ave & Devon Ave",164
casual,"Marmora Ave & Irving Park Rd",163
member,"Indiana Ave & 40th St",163
casual,"Dodge Ave & Mulford St",163
member,"Sacramento Ave & Lunt Ave",163
casual,"Western Ave & Ardmore Ave",161
casual,"Meade Ave & Fullerton Ave",161
casual,"St Louis Ave & Foster Ave",160
member,"Lamon Ave & Belmont Ave",160
member,"Public Rack - Monticello Ave & Belmont Ave",160
member,"Austin Blvd & Lake St",159
casual,"Broadway & Cuyler Ave",158
casual,"Wood St & 35th St",157
member,"Kostner Ave & Bryn Mawr Ave",157
member,"Western Ave & 43rd St",157
casual,"Stony Island Ave & 67th St",156
casual,"Bosworth Ave & Howard St",155
member,"Central Ave & Altgeld St",155
member,"Wood St & Walnut St",155
member,"Damen Ave & Ohio St",155
member,"Central Park Blvd & 5th Ave",154
casual,"Parnell Ave & 31st St",154
casual,"California Ave & Touhy Ave",152
casual,"Wolcott Ave & Fargo Ave",152
casual,"Fairfield Ave & Roosevelt Rd",152
member,"St Louis Ave & 59th St",151
casual,"Burnham Greenway & 112th St",150
member,"Public Rack - California Ave & Cortez St",150
casual,Addison/Racine,150
member,"Wabash Ave & Jackson Blvd",150
member,"California Ave & Touhy Ave",149
member,"Damen Ave & Pershing Rd",149
casual,"California Ave & 23rd Pl",149
casual,"Sheffield Ave & Fletcher St",149
member,"Damen Ave & Evergreen Ave",149
member,"Elston Ave & Carmen Ave",148
casual,"California Ave & Winona St",148
member,"Public Rack - Jonathan Y Scammon Public School",148
member,"Franklin St & Chicago Ave*",148
member,"Narragansett Ave & Wrightwood Ave",147
casual,"LaSalle St & Washington St Corral",147
member,"Addison/Sheffield SE Corral",147
casual,"Franklin St & Madison St",147
casual,"Ashland Ave & Pershing Rd",146
member,"Parnell Ave & 31st St",146
casual,"Melvina Ave & Giddings Ave",145
member,"Loomis St & Lexington St*",145
member,"Long & Irving Park",144
member,"Cicero Ave & Roscoe Ave",144
member,"May St & Hubbard St",144
member,"Kilpatrick Ave & Parker Ave",143
casual,"Washtenaw Ave & Polk St",143
member,"Halsted St & 96th St",143
casual,"Western Ave & Lyndale St",143
member,"Long Ave & North Ave",142
casual,"Archer (Damen) Ave & 37th St",142
casual,"Public Rack - Christiana Ave & Belmont Ave",142
casual,"Sacramento Ave & Lunt Ave",142
casual,"Eberhart Ave & 61st St",142
casual,"Edgebrook Metra",142
member,"Hoyne Ave & 34th St",141
casual,"Kilbourn Ave & Roscoe St",141
member,"Marshfield Ave & Diversey Pkwy",141
member,"Millard Ave & 26th St",140
member,"Milwaukee Ave & Highland Ave",140
casual,Waveland/Racine,140
member,"Central Ave & Parker Ave",139
casual,"Perry Ave & 69th St",139
casual,"Kostner Ave & Belmont Ave",139
casual,"Milwaukee Ave & Agatite Ave",138
member,"California Ave & 26th St",138
casual,"Stony Island Ave & 71st St",138
casual,"Indiana Ave & 40th St",138
member,"Public Rack - Evans Ave & 63rd St",137
casual,"Kilbourn Ave & Diversey Ave",137
casual,"Chicago State University",136
casual,"Sacramento Ave & Pratt Blvd",135
member,"California Ave & Madison St",135
casual,"Steelworkers Park",135
member,"Mason Ave & Montrose Ave",134
casual,"Public Rack - Hyde Park Blvd & 55th St",134
casual,"Rockwell St & Cermak Rd",134
casual,"Stony Island Ave & 64th St",134
casual,"Damen Ave & Pershing Rd",134
casual,"Public Rack - Milwaukee Ave & Haussen Ct",134
casual,"Kostner Ave & Wrightwood Ave",133
member,"Narragansett Ave & Montrose Ave",132
member,"Public Rack - Kedvale Ave & 63rd St W",132
member,"Long Ave & Diversey Ave",132
casual,"Stony Island Ave & 75th St",131
member,"Stony Island Ave & 67th St",131
casual,"Lockwood Ave & Wrightwood Ave",131
casual,"Wood St & Cortland St",131
casual,"Linder Ave & Montrose Ave",130
casual,"Sacramento Ave & Lyndale St",130
casual,"Wallace St & Pershing Rd",129
member,"Austin Blvd & Madison St",129
member,"Larrabee St & Chicago Ave",129
casual,"Rockwell St & 57th St",128
member,"Kenwood Ave & 57th St",128
casual,"Wabash Ave & 87th St",127
casual,"Wallace St & 28th St",127
casual,"California Ave & Madison St",126
member,"Public Rack - Emerald Ave & 43rd St",126
member,"Dorchester Ave & 53rd St",126
member,"Harding Ave & Chicago Ave",125
member,"Central Park Ave & 24th St",125
casual,"Central Park Ave & 24th St",125
casual,"Kostner Ave & Devon Ave",125
member,"Rockwell/Irving Park Hub",125
member,"Public Rack - Keating & Peterson",124
casual,"Sacramento Blvd & Franklin Blvd",123
casual,"Public Rack - Monticello Ave & Belmont Ave",123
casual,"MLK Jr Dr & 56th St",123
member,"Southport Ave & Waveland Ave*",123
casual,"Milwaukee Ave & Highland Ave",123
member,"Kildare Ave & Division St",123
casual,"Prospect Sq & 91st St",123
casual,"Rockwell Ave & Logan Blvd",123
casual,"Larrabee St & Kingsbury St 1",123
member,"Grace St & Cicero Ave",122
casual,"Damen Ave & 81st St",122
casual,"Wood St & Walnut St",122
member,"Hamlin Ave & Grand Ave",121
casual,"Kenneth Ave & Lawrence Ave",120
member,"Public Rack - Justine St & 87th St",120
casual,"Menard Ave & Lawrence Ave",119
casual,"Wentworth Ave & 63rd St",119
casual,"Harlem Ave & Irving Park Rd",119
member,"Merrimac Park",119
casual,"Pine Grove Ave & Wellington Ave",119
member,"Shields Ave & 43rd St",118
casual,"Lawndale Ave & 30th St",118
casual,"Stewart Ave & 123rd St",117
casual,"Higgins Ave & Austin Ave",117
casual,"Halsted St & 47th Pl",117
casual,"Union Ave & Root St",116
casual,"Princeton Ave & Garfield Blvd",115
member,"Laramie Ave & Bloomingdale Ave",114
casual,"Kedzie Ave & 54th Pl",114
member,"Pulaski Rd & Ann Lurie Pl",114
casual,"Public Rack - Spaulding Ave & Evergreen Ave",113
member,"California Ave & 71st St",113
casual,"Farragut Ave & Central Ave",113
member,"Avers Ave & Foster Ave",113
casual,"Austin Blvd & Madison St",112
casual,"Central Park Ave & Ardmore Ave",112
member,"Ashland Ave & McDowell Ave",112
casual,"Public Rack - Jonathan Y Scammon Public School",112
casual,"Hyacinth Ave & Milwaukee Ave",112
member,"Mozart St & Jackson Blvd",111
member,"Kenmore Ave & School St",111
member,"Cottage Grove Ave & 83rd St",110
casual,"Central Ave & Roscoe St",110
casual,"Pershing Rd & Sacramento Ave",110
casual,"Sayre Ave & Diversey Ave",110
casual,"Marshfield Ave & 44th St",110
casual,"Albany Ave & Douglas Blvd",110
casual,"Lock St & 31st St",110
casual,"MLK Jr Dr & 63rd St",109
casual,"California & 16th St",109
member,"Richmond St & 59th St",109
casual,"Hale Ave & 107th St",109
member,"Kostner Ave & Devon Ave",109
member,"Komensky Ave & 47th St",109
casual,"Jeffery Blvd & 71st St",109
casual,"Kostner Ave & 63rd St",109
member,"Portage Park",109
member,"Cottage Grove Ave & 49th St",109
member,"Nordica Ave & Medill Ave",108
casual,"Public Rack - Kedzie Ave & Argyle St",108
member,"Albany Ave & 26th St",108
casual,"Malden St & Wilson Ave",107
member,"Leclaire Ave & Belmont Ave",106
casual,"Lamon Ave & Belmont Ave",106
casual,"Avers Ave & Foster Ave",106
casual,"Cottage Grove Ave & 47th St",105
casual,"Merrimac Park",105
casual,"Morgan St & Pershing Rd",104
casual,"Ashland Ave & McDowell Ave",104
casual,"Narragansett Ave & McLean Ave",104
casual,"Elston Ave & Carmen Ave",103
casual,Clark/Racine,103
member,"State St & 54th St",102
member,"Public Rack - South Shore Dr & 71st St",102
casual,"Narragansett Ave & Montrose Ave",101
casual,"Public Rack - Milwaukee Ave & Diversey Ave",101
casual,"Kedzie Ave & 52nd St",101
casual,"Mason Ave & Belmont Ave",101
member,"Marshfield Ave & 44th St",100
casual,"Lavergne Ave & Fullerton Ave",100
member,"Union Ave & Root St",100
casual,"Nordica Ave & Medill Ave",100
member,"Harlem Ave & Irving Park Rd",100
member,"Public Rack - Hollywood Park",100
member,Addison/Racine,100
member,"Granville Ave & Pulaski Rd",99
casual,"Francisco Ave & 47th St",99
casual,"Sacramento Blvd & Fulton Ave",99
casual,"Mozart St & Jackson Blvd",98
member,"Public Rack - Western Ave & 47th Pl",98
member,"Wood St & 33rd St",98
member,"Public Rack - Langley Ave & 49th St",97
casual,"Lynch Ave & Elston Ave",97
casual,"Kilbourn Ave & Belden Ave",97
casual,"Richmond St & Lincoln Ave",97
member,"Wood St & Milwaukee Ave*",96
casual,"Francisco Ave & 85th St",95
casual,"Lawler Ave & 50th St",95
member,"MLK Jr Dr & 83rd St",94
member,"Kedvale Ave & Peterson Ave",94
member,"Stony Island Ave & 64th St",94
casual,"Kildare Ave & North Ave",94
casual,"Pulaski Rd & Congress Pkwy",94
member,"Vincennes Ave & 95th St",94
member,"Granville Ave & Clark St",93
casual,"Cicero Ave & Roscoe Ave",92
casual,"State St & 54th St",92
casual,"Central & Elston",92
member,Waveland/Racine,92
casual,"Wabash Ave & Jackson Blvd",92
member,"Sacramento Ave & Pratt Blvd",91
casual,"Laramie Ave & Bloomingdale Ave",91
casual,"St Louis Ave & Norman Bobbins Pl",91
casual,"Lexington St & California Ave",91
casual,"Leclaire Ave & Belmont Ave",91
casual,"Vincennes Ave & 107th St",91
member,"Dearborn St & Madison St",91
member,"Halsted St & 63rd St",90
casual,"Lockwood Ave & Grand Ave",90
casual,"Calumet Park",90
member,"Pine Ave & Division St",90
casual,"Sedgwick St & Chicago Ave",90
member,"Commercial Ave & 83rd St",89
member,"Kedzie Ave & 60th St",89
member,"Chicago State University",89
member,"Sheffield Ave & Kingsbury St*",89
member,"Public Rack - Spaulding Ave & North Ave",88
member,"Laramie Ave & Irving Park Rd",88
casual,"Western Ave & Gunnison St",88
member,"Lexington St & California Ave",88
member,"Lynch Ave & Elston Ave",88
casual,"Kedzie Ave & 60th St",88
member,"California Ave & 41st St",88
member,"Sedgwick St & North Ave*",88
casual,"Kedzie Ave & Archer Ave",87
member,"Vincennes Ave & 79th St",87
casual,"Kenosha Ave & Wellington Ave",87
member,"Wentworth Ave & 63rd St",87
casual,"Narragansett Ave & North Ave",87
casual,"Public Rack - Woodlawn Ave & 63rd St N",87
casual,"Augusta Blvd & Laramie Ave",87
casual,"Western Ave & 43rd St",87
member,"Washtenaw Ave & Polk St",87
casual,"Ashland Ave & 50th St",87
casual,"Campbell Ave & 51st St",86
casual,"Hoyne Ave & 34th St",86
casual,"Exchange Ave & 79th St",86
member,"State St & 95th St",86
casual,"Kedvale Ave & Peterson Ave",86
member,"Morgan St & Pershing Rd",85
casual,"State St & 79th St",85
casual,"Public Rack - Hamlin Ave & Montrose Ave",85
casual,"Halsted St & 51st St",85
casual,"Central Park Ave & Ohio St",85
casual,"Virginia Ave & Catalpa Ave",85
casual,"Western Ave & 111th St",84
casual,"Homan Ave & 26th St",84
member,"Meade Ave & Fullerton Ave",84
member,"Marshfield Ave & Wabansia Ave",84
casual,"Harper Ave & 55th St",84
casual,"Central Ave & Altgeld St",83
casual,"Public Rack - Hamlin Ave & Fullerton Ave",83
member,"Kostner Ave & 63rd St",83
member,"Public Rack - Pulaski Rd & 44th St",83
casual,"Mason Ave & Montrose Ave",83
member,"Central Ave & Lake St",83
member,"Milwaukee Ave & Wabansia Ave*",83
casual,"Wabash Ave & 59th St",83
casual,"Kilpatrick Ave & Grand Ave",82
member,"Public Rack - Avers Ave & Irving Park Rd",82
member,"Lavergne Ave & Diversey Ave",82
casual,"Homan Ave & Arthington Ave",82
casual,"Hamlin Ave & Grand Ave",82
member,"Kedzie Ave & Harrison St",82
member,"Public Rack - Woodlawn Ave & 63rd St S",81
casual,"Millard Ave & 26th St",81
casual,"Albany Ave & 26th St",81
casual,"Kedzie Ave & 24th St",81
member,"Central Park Ave & Ohio St",81
casual,"Leamington Ave & Hirsch St",81
casual,"Laramie Ave & Kinzie St",81
casual,"Kedzie Ave & Roosevelt Rd",80
member,"Stewart Ave & 83rd St",80
casual,"Austin Blvd & Chicago Ave",80
casual,"Mason Ave & Grand Ave",80
casual,"California Ave & Marquette Rd",80
member,"Public Rack - Keystone Ave & Irving Park Rd",80
member,"Sacramento Ave & 25th St",80
member,"Public Rack - Leamington & Elston",80
casual,"Southport Ave & Grace St",80
member,"N Clark St & W Elm St",79
member,"Austin Ave & Milwaukee Ave",79
member,"Southport Ave & Wrightwood Ave*",79
casual,"Central Park Ave & Washington Blvd",79
casual,"Marmora Ave & Belmont Ave",79
casual,"Western Ave & 28th St",79
casual,"Ave L & 114th",79
casual,"Spaulding Ave & 16th St",78
casual,"Lavergne Ave & Diversey Ave",78
casual,"Albany Ave & 16th St",78
casual,"Grace St & Central Ave",78
casual,"Tripp Ave & 65th St",77
casual,"Mango Ave & North Ave",77
casual,"Keeler Ave & Roosevelt Rd",77
member,"Wabash Ave & 87th St",76
member,"Ashland Ave & 50th St",76
member,"Public Rack - Harold Washington Park",76
member,"Yates Blvd & 75th St",76
member,"Western Ave & 28th St",76
member,"Kedzie Ave & Roosevelt Rd",76
member,"Public Rack - Mango & Higgins",76
member,"Harlem Ave & Bloomingdale Ave",75
member,"Eberhart Ave & 61st St",75
member,"Vernon Ave & 75th St",74
member,"Kedzie Ave & Archer Ave",74
member,"Public Rack - Karlov Ave & Kamerling Ave",74
member,"Central & Elston",74
member,"MLK Jr Dr & 56th St",73
casual,"Austin Ave & Milwaukee Ave",73
member,"Halsted St & Dickens Ave*",73
casual,"Pulaski Rd & 54th St",73
member,"Walden Pkwy & 100th St",73
casual,"Damen Ave & Evergreen Ave",73
member,"Public Rack - Hamlin Ave & Fullerton Ave",72
member,"Grace St & Central Ave",72
member,"Perry Ave & 69th St",72
member,"State St & 79th St",72
member,"Laramie Ave & Addison St",72
member,"Higgins Ave & Austin Ave",72
casual,"Public Rack - California Ave & Cortez St",72
casual,"Damen Ave & Ohio St",72
casual,"Wentworth Ave & Cermak Rd",71
member,"Public Rack - Lawndale Ave & Diversey Ave",71
casual,"Rockwell St & 47th St",71
casual,"Western Ave & 101st St",71
member,Grace/Sheffield,71
member,"Oakley Ave & Lyndale St",71
casual,"Public Rack - Hyde Park Blvd & 53rd St",70
casual,"Halsted St & 63rd St",70
casual,"Commercial Ave & 130th St",70
member,"State St & 45th St",70
casual,"Houston Ave & 92nd St",70
casual,"Ewing Ave & 106th St",70
casual,"Kenmore Ave & School St",70
casual,"Western Ave & 104th St",69
casual,"Central Ave & Lake St",69
casual,"Wentworth Ave & 107th St",69
casual,"Public Rack - Lowell Ave & Elston Ave",68
casual,"Lawndale Ave & 111th St",68
casual,"Kildare Ave & 47th St",68
casual,"La Villita Park",68
casual,"Cottage Grove Ave & 83rd St",67
casual,"Burnham Greenway & 105th St",67
member,"Ewing Ave & Burnham Greenway",66
member,"Cumberland Ave & Catherine Ave",66
casual,"Lamon Ave & Armitage Ave",66
member,"Oglesby Ave & 100th St",66
casual,"Nagle Ave & Belmont Ave",66
casual,"Bernard St & Peterson Ave",66
casual,"Rainbow Beach",66
casual,"Public Rack - Rockwell & Division",65
member,"Houston Ave & 92nd St",65
casual,"Harding Ave & Division St",65
casual,"Public Rack - Karlov Ave & Milwaukee Ave",65
member,"Vernon Ave & 79th St",64
casual,"Overhill Ave & Belmont Ave",64
casual,"Harlem Ave & Bloomingdale Ave",64
casual,"Shields Ave & 43rd St",64
member,"Avers Ave & 16th St",63
casual,"Orange Ave & Addison St",63
casual,"Columbus Ave & 79th St",63
member,"Burnham Greenway & 112th St",63
casual,"Damen Ave & 59th St",63
casual,"Lawndale Ave & 16th St",62
casual,"Lawler Ave & North Ave",62
member,"Monticello Ave & Chicago Ave",62
member,"Public Rack - Springfield Ave & Lawrence Ave",62
casual,"Menard Ave & Milwaukee Ave",62
member,"Waveland/Wilton Corral",62
casual,"Marshfield Ave & Wabansia Ave",62
member,"Major Ave & Addison St",61
member,"MLK Jr Dr & 63rd St",61
casual,"Lavergne Ave & Lawrence Ave",61
casual,"Cottage Grove Ave & 111th Pl",61
member,"Kildare Ave & Chicago Ave",61
casual,"Public Rack - Kimbark Ave & 67th St",61
casual,"Eggleston Ave & 92nd St",60
casual,"California Ave & 26th St",60
member,"Kedzie Ave & 54th Pl",60
member,"Albany Ave & 16th St",60
member,"Lavergne Ave & Division St",60
casual,"California Ave & 36th St",60
casual,"Wabash Ave & 49th St",60
member,"Homan Ave & Fillmore St",60
casual,"Halsted St & Melrose St",60
casual,"May St & Hubbard St",60
member,"Public Rack - Campbell Ave & Pratt Blvd",59
member,"Central Ave & Wellington Ave",59
casual,"Komensky Ave & 55th St",59
member,"Tripp Ave & 65th St",59
casual,"Central Ave & Madison St",59
member,"Central Ave & Madison St",59
casual,"Clyde Ave & 87th St",59
member,"Harding Ave & 26th St",59
casual,"Damen Ave & 87th St",59
casual,"Cicero Ave & Wrightwood Ave",59
casual,Grace/Sheffield,59
member,"Francisco Ave & 47th St",58
casual,"Central Ave & Parker Ave",58
casual,"Public Rack - Harold Washington Park",58
casual,"Cottage Grove Ave & 71st St",58
member,"Kedzie Ave & Jackson Blvd",58
casual,"Long Ave & Diversey Ave",57
casual,"Kilpatrick Ave & Parker Ave",57
member,"Ewing Ave & 106th St",57
member,"Lawler Ave & North Ave",57
casual,"Washtenaw Ave & Peterson Ave",57
casual,"Daley Center Plaza Corral",57
member,"Exchange Ave & 79th St",56
member,"Pulaski Rd & 54th St",56
casual,"Kedzie Ave & 83rd St",56
member,"Public Rack - Prairie Ave & 47th St ",56
casual,"Public Rack - Spaulding Ave & North Ave",56
casual,"Newcastle Ave & Irving Park Rd",56
casual,"Dauphin Ave & 87th St",56
casual,"California Ave & 71st St",56
member,"Public Rack - Karlov Ave & Milwaukee Ave",56
casual,"Waveland/Wilton Corral",56
member,"Kostner Ave & Adams St",55
member,"Central Ave & Roscoe St",55
casual,"Cicero Ave & Lake St",55
casual,"Baltimore Ave & 133rd St",55
casual,"Michigan Ave & 105th St",55
casual,"Komensky Ave & 47th St",55
casual,"Wellington Ave & Mulligan Ave",55
member,"Lamon Ave & Chicago Ave",55
casual,"Public Rack - Cicero Ave & Belle Plaine Ave",55
member,"Latrobe Ave & Chicago Ave",54
member,"Public Rack - Peterson Ave & Drake Ave",54
casual,"Ashland Ave & 66th St",54
casual,"Meade Ave & Addison St",54
casual,"Public Rack - Nashotah & Northwest Hwy",54
casual,"Major Ave & Addison St",54
member,"Big Marsh Park",54
casual,"Hamilton Park",53
casual,"Central Ave & Wellington Ave",53
member,"Halsted St & 69th St",53
casual,"Kedzie Ave & Redfield Dr",53
casual,"Central Park & Augusta Blvd",53
member,"Harding Ave & Division St",53
casual,"Panama Ave & Grace St",53
member,Clark/Racine,53
member,"Dan Ryan Woods & 83rd St",52
casual,"Oak Park & Wellington",52
member,"Fairfield Ave & 44th St",52
casual,"Artesian Ave & 55th St",52
member,"Michigan Ave & 105th St",52
member,"Lamon Ave & Armitage Ave",52
casual,"Larrabee St & Chicago Ave",52
member,"Noble St & Potomac Ave",52
member,"Baltimore Ave & 87th St",51
member,"Martin Luther King Dr & 87th St",51
casual,"Mango Ave & Diversey Ave",51
casual,"Ellis Ave & 83rd St",51
member,"Public Rack - Kimball Ave & Lawrence Ave",51
casual,"Homewood Ave & 115th St",51
casual,"Sheridan Rd & Berwyn Ave",51
member,"Steelworkers Park",50
casual,"Harding Ave & 26th St",50
member,"Public Rack - Western Ave & 92nd Pl",50
casual,"Jeffery Blvd & 76th St",50
member,"Tripp Ave & 15th St",50
casual,"State St & Pershing Rd",50
member,"Long Ave & Belmont Ave",49
member,"California Ave & Marquette Rd",49
casual,"Princeton Ave & 95th St",49
casual,"Hamlin Ave & 62nd Pl",49
member,"Public Rack - Peterson Park",49
casual,"21st St & Pulaski Rd",49
casual,"W 103rd St & S Avers Ave",49
casual,"St. Louis & 71st St",49
member,"Public Rack - Milwaukee Ave & Higgins Ave",49
member,"Orange Ave & Addison St",49
casual,"Racine Ave & Garfield Blvd",49
member,"Le Mai Ave & Devon Ave",49
casual,"Public Rack - Natoma Ave & Bryn Mawr Ave",48
member,"Kildare Ave & 26th St",48
member,"Spaulding Ave & 16th St",48
casual,"Kildare Ave & Division St",48
member,"Rockwell St & 47th St",48
member,"Sayre Ave & Diversey Ave",48
casual,"Rockwell/Irving Park Hub",48
casual,"Central Ave & Chicago Ave",47
casual,"Vincennes Ave & 104th St",47
member,"Kedzie Ave & 24th St",47
casual,"Monticello Ave & Chicago Ave",47
casual,"Oglesby Ave & 100th St",47
casual,"Ashland Ave & Garfield Blvd",47
casual,"Mayfield Ave & Roosevelt Rd",47
casual,"Lavergne Ave & Division St",47
member,"Wabash Ave & 83rd St",46
casual,"Halsted St & 93rd St",46
member,"21st St & Pulaski Rd",46
casual,"Bradley Park",46
member,"Archer Ave & 49th St",46
casual,"Halsted St & 69th St",46
casual,"Knox Ave & Marquette Ave",46
casual,"Kedzie Ave & Harrison St",46
member,"Cicero Ave & Wellington Ave",46
casual,"Public Rack - Lawndale Ave & Diversey Ave",46
member,"Public Rack - Kimball & Ardmore",46
member,"Elizabeth St & 47th St",46
member,"Long Ave & Belden Ave",46
casual,"Kildare Ave & 55th St",46
casual,"Maplewood Ave & 59th St",46
member,"Austin Blvd & Chicago Ave",46
casual,"Public Rack - Champlain Ave & 65th St",46
member,"Central Park Ave & Washington Blvd",46
member,"Shabbona Park",46
casual,"Halsted St & 104th St",46
casual,"Eggleston Ave & 111th St",46
casual,"Oakley Ave & Lyndale St",46
member,"Phillips Ave & 83rd St",45
casual,"Eggleston Ave & 69th St",45
casual,"Richmond St & 59th St",45
member,"Lawndale Ave & 59th St",45
member,"St Louis Ave & 51st St",45
member,"Public Rack - Kilpatrick & Elston",45
member,"Indiana Ave & 103rd St",45
casual,"Loomis Blvd & 84th St",45
member,"Rainbow Beach",45
casual,"Milwaukee & Fullerton",45
casual,"Larrabee St & Kingsbury St 2",45
member,"Calumet Park",44
member,"Kedzie Ave & 45th St",44
casual,"Halsted St & 59th St",44
casual,"Mozart St & 55th St",44
member,"Mozart St & 55th St",44
member,"Halsted St & 59th St",44
member,"Public Rack - Natoma Ave & Bryn Mawr Ave",44
casual,"Central Park Blvd & 5th Ave",44
casual,"Doty Ave & 111th St",44
casual,"Harlem Ave & Grace St",44
member,"Maplewood Ave & 59th St",44
casual,"Oketo Ave & Addison St",44
casual,"Lawndale Ave & 59th St",44
casual,"Pine Ave & Division St",44
casual,"Hastings LWS",44
member,"Shore Dr & 53rd St",44
member,"Clark St & Washington St",44
member,"Eggleston Ave & 69th St",43
member,"Nagle Ave & Belmont Ave",43
member,"Laramie Ave & Kinzie St",43
casual,"Phillips Ave & 79th St",43
casual,"Hegewisch Metra Station",43
casual,"Ashland Ave & 74th St",43
casual,"Long Ave & North Ave",43
member,"W 103rd St & S Avers Ave",43
casual,"Phillips Ave & 83rd St",43
casual,"Franklin St & Monroe St Corral",43
casual,"Homan Ave & Fillmore St",43
member,"Menard Ave & Milwaukee Ave",42
casual,"Public Rack - Keystone Ave & Irving Park Rd",42
member,"Public Rack - Avers & Lawrence",42
member,"Laramie Ave & Madison St",42
casual,"Eberhart Ave & 91st St",42
member,"Public Rack - Lavergne Ave & Belle Plaine Ave",42
member,"Dauphin Ave & 87th St",41
member,"Archer Ave & Homan Ave",41
casual,"Oconto Ave & Belmont Ave",41
casual,"Kilbourn Ave & 49th St",41
member,"Ashland Ave & 63rd St",41
casual,"Kedzie Ave & 45th St",41
member,"Kenton Ave & Madison St",41
member,"Wentworth Ave & 92nd St",41
casual,"Vincennes Ave & 95th St",41
member,"Western Ave & 104th St",41
member,"Commercial Ave & 90th St",41
casual,"Stewart Ave & 83rd St",41
member,"Prospect Sq & 91st St",41
casual,"Dauphin Ave & 103rd St",41
casual,"Kedzie Ave & Jackson Blvd",41
casual,"Public Rack - Emerald Ave & 43rd St",41
casual,"Meade Ave & Diversey Ave",40
casual,"Burley Ave & 85th St",40
casual,"Public Rack - Springfield Ave & Lawrence Ave",40
member,"Commercial Ave & 97th St",40
casual,"Kildare Ave & Archer Ave",40
casual,"Public Rack - Jensen Park",40
casual,"Kedzie Ave & 38th Pl",40
casual,"Damen Ave & 51st St",40
casual,"Kildare Ave & Chicago Ave",40
casual,"Mozart St & 79th St",40
member,"Kenneth Ave & 50th St",40
casual,"Kedzie Ave & 104th St",39
casual,"Woodlawn & 103rd",39
member,"Pulaski Rd & Lake St",39
member,"Damen Ave & 87th St",39
casual,"Cicero Ave & Wellington Ave",39
member,"Troy St & Jackson Blvd",39
casual,"Ashland Ave & 63rd St",39
casual,"Western Ave & 79th St",39
casual,"Vernon Ave & 107th St",39
casual,"Pulaski Rd & Lake St",39
member,"Racine Ave & 115th St",39
member,"Albany Ave & Douglas Blvd",39
casual,"Lavergne Ave & 46th St",39
casual,"Kenwood Ave & 57th St",39
member,"Public Rack - Kenneth & Carmen",38
casual,"Commercial Ave & 83rd St",38
member,"Public Rack - Forest Glen Station ",38
member,"Mason Ave & Grand Ave",38
casual,"Torrence Ave & 126th Pl",38
casual,"East End Ave & 87th St",38
casual,"Granville Ave & Clark St",38
member,"Western Ave & 101st St",37
casual,"Martin Luther King Dr & 87th St",37
casual,"Aberdeen St & 103rd St",37
casual,"Elizabeth St & 47th St",37
casual,"St Louis Ave & 51st St",37
casual,"Springfield Ave & 47th St",37
casual,"Major Taylor Trail & 115th St",37
member,"Public Rack - Spaulding Ave & Bryn Mawr Ave",37
member,"Public Rack - Irving Park Rd & Leclaire Ave",36
member,"Michigan Ave & 71st St",36
casual,"Harding Ave & Chicago Ave",36
casual,"Greenwood Ave & 79th St",36
member,"Public Rack - Kostner Ave & Armitage Ave",36
casual,"Komensky Ave & 31st St",36
casual,"Public Rack - Western Ave & Devon Ave",36
member,"State St & Pershing Rd",36
member,"Vincennes Ave & 104th St",36
casual,"Central Ave & Harrison St",36
casual,"Kenneth Ave & 50th St",35
member,"Overhill Ave & Belmont Ave",35
casual,"Woodlawn Ave & 75th St",35
casual,"Calumet Ave & 71st St",35
member,"Francisco Ave & Hollywood Ave",35
casual,"Vernon Ave & 75th St",35
casual,"Olive Harvey College",35
casual,"Menard Ave & North Ave",35
casual,"Central Park Ave & Douglas Blvd",35
casual,"Avenue O & 134th St",35
member,"Pulaski Rd & Congress Pkwy",35
casual,"Sacramento Ave & 51st St",35
member,"Homan Ave & Arthington Ave",35
casual,"Public Rack - Leamington & Elston",35
casual,"Public Rack - Kostner Ave & Armitage Ave",35
casual,"Oriole Ave & Irving Park Rd",35
casual,"Wentworth Ave & 92nd St",35
member,"Public Rack - Western Ave & Jarvis Ave",35
member,"Public Rack - Central Ave & Lawrence Ave",34
casual,"Yates Blvd & 93rd St",34
member,"Western Ave & 79th St",34
member,"Phillips Ave & 79th St",34
member,"Wabash Ave & 49th St",34
member,"Bradley Park",34
casual,"Kildare Ave & 26th St",34
member,"Public Rack - Whipple St & 63rd St",34
casual,"Scottsdale Park",34
casual,"Narragansett Ave & School St",34
member,"Public Rack - Keystone Ave & North Ave",34
casual,"Tripp Ave & 31st St",34
casual,"Public Rack - Keating & Peterson",34
casual,"Stony Island Ave & 90th St",34
member,"Public Rack - St Louis Ave & Berteau Ave",34
casual,"Vincennes Ave & 79th St",34
member,"Narragansett Ave & North Ave",34
casual,"Kedzie Ave & 110th St",34
casual,"Archer Ave & 43rd St",34
